来源(Source),分类(Namespace),键名(Key),中文(ZH),英文(EN),法语(FR),德语(DE),日语(JA),韩语(KO),备注(Context)
mobile,share,share.shareNotExist,该分享不存在或已失效,This share does not exist or has expired,,,,,
mobile,share,share.typeAll,全部收藏,All Collections,,,,,
mobile,share,share.typeCollection,收藏,Collection,,,,,
mobile,share,share.typeCollections,多收藏,Multi-Collection,,,,,
mobile,share,share.typeCustom,自定义,Custom,,,,,
mobile,share,share.typeGroup,分组,Group,,,,,
mobile,share,share.typeGroups,分组,Groups,,,,,
mobile,share,share.typeMultiGroup,多分组,Multi-Group,,,,,
mobile,share,share.typeMultiTag,多标签,Multi-Tag,,,,,
mobile,share,share.typeTag,标签,Tag,,,,,
mobile,share,share.typeTags,标签,Tags,,,,,
mobile,share,share.unrecognizedShare,未检测到 LinkChest 分享链接，请输入正确的分享链接,No LinkChest share link detected. Please enter a valid share link,,,,,
mobile,share,share.unrecognizedTitle,无法识别,Unrecognized,,,,,
mobile,share,share.uvCount,{count} 次浏览,{count} views,,,,,
mobile,share,share.view.checkFailed,检查失败，请稍后重试,"Check failed, please try again",,,,,
mobile,share,share.view.clickToOpen,点击打开,Tap to open,,,,,
mobile,share,share.view.confirmSave,确认保存,Confirm Save,,,,,
mobile,share,share.view.contentLocked,内容已加密,Locked,,,,,
mobile,share,share.view.enterPassword,输入访问密码,Enter access password,,,,,
mobile,share,share.view.generatedBy,由 LinkChest 生成,Generated by LinkChest,,,,,
mobile,share,share.view.importAlreadyImported,已导入过此分享,Already Imported,,,,,
mobile,share,share.view.importAlreadyImportedDesc,该分享已保存到「{name}」，不可重复导入。,"This share was already saved to ""{name}"" and cannot be imported again.",,,,,
mobile,share,share.view.importBtn,确认导入,Confirm Import,,,,,
mobile,share,share.view.importCollectionLimitReached,收藏数量已达上限,Bookmark Limit Reached,,,,,
mobile,share,share.view.importCollectionLimitReachedDesc,继续导入将超过收藏上限（{current}/{limit}）。,Importing would exceed your bookmark limit ({current}/{limit}).,,,,,
mobile,share,share.view.importConfirmDesc,分享共 {total} 个收藏，其中 {duplicate} 个已存在，{new} 个新增。重复收藏将关联到新分组。,"This share has {total} bookmarks. {duplicate} already exist, {new} will be added. Duplicates will be linked to the new group.",,,,,
mobile,share,share.view.importConfirmTitle,确认导入收藏,Confirm Import,,,,,
mobile,share,share.view.importListLimitReached,分组数量已达上限,Group Limit Reached,,,,,
mobile,share,share.view.importListLimitReachedDesc,当前已有 {current}/{limit} 个分组，请先整理后再导入。,You have {current}/{limit} groups. Please organize before importing.,,,,,
mobile,share,share.view.loadFailed,加载失败,Load failed,,,,,
mobile,share,share.view.loading,加载中...,Loading...,,,,,
mobile,share,share.view.needPassword,需要密码才能保存,Password Required,,,,,
mobile,share,share.view.needPasswordDesc,该分享已设置密码，请输入密码后保存,Enter the password to save this share.,,,,,
mobile,share,share.view.noContent,暂无收藏内容,No collections yet,,,,,
mobile,share,share.view.noContentHint,此分享暂无收藏内容,This share has no bookmark content,,,,,
mobile,share,share.view.openFailed,无法打开此链接，请尝试手动复制打开,Cannot open this link. Please try copying it manually,,,,,
mobile,share,share.view.passwordRequired,此分享需要密码,Password Required,,,,,
mobile,share,share.view.passwordRequiredDesc,请输入密码查看完整内容,Please enter the password to view full content,,,,,
mobile,share,share.view.passwordSet,已设置密码,Password set,,,,,
mobile,share,share.view.passwordWrong,密码错误，请重新输入,"Wrong password, please try again",,,,,
mobile,share,share.view.pleaseEnterPassword,请输入密码,Please enter the password,,,,,
mobile,share,share.view.saveFailed,保存失败,Failed to save,,,,,
mobile,share,share.view.saveToMyCollections,一键保存到我的收藏,Save to My Collections,,,,,
mobile,share,share.view.savedToNewGroup,已保存到新分组,Saved to new group,,,,,
mobile,share,share.view.shareExpired,分享已过期,Share Expired,,,,,
mobile,share,share.view.shareExpiredDesc,该分享链接已超过有效期,This share link has expired,,,,,
mobile,share,share.view.shareNotFound,分享链接不存在或已失效,Share link does not exist or has expired,,,,,
mobile,share,share.view.shareThisLink,分享此链接,Share This Link,,,,,
mobile,share,share.view.undo,撤销,Undo,,,,,
mobile,share,share.view.validUntil,有效期至 {date},Valid until {date},,,,,
mobile,share,share.view.verifyPassword,验证密码,Verify Password,,,,,
mobile,share,share.viewCount,{count} 次浏览,{count} views,,,,,
mobile,share,share.viewShare,查看,View,,,,,
mobile,tag,tag.collectionCount,{count} 个收藏,{count} collections,,,,,
mobile,tag,tag.confirmDeleteTag,"删除标签""{name}""？该标签将从所有收藏中移除。","Delete tag ""{name}""? It will be removed from all collections.",,,,,
mobile,tag,tag.continueCreate,继续创建,Continue,,,,,
mobile,tag,tag.createFailed,创建失败,Failed to create,,,,,
mobile,tag,tag.editTag,编辑标签,Edit Tag,,,,,
mobile,tag,tag.enterTagName,请输入标签名称,Please enter a tag name,,,,,
mobile,tag,tag.nameDuplicate,名称重复,Name Duplicate,,,,,
mobile,tag,tag.nameExists,"标签""{name}""已存在，是否继续创建？（将自动重命名）","Tag ""{name}"" already exists. Continue creating? (Will be auto-renamed)",,,,,
mobile,tag,tag.newTag,新建标签,New Tag,,,,,
mobile,tag,tag.noTags,暂无标签,No tags yet,,,,,
mobile,tag,tag.noTagsHint,用标签给你的收藏打上关键词,Use tags to add keywords to your collections,,,,,
mobile,tag,tag.tagName,标签名称,Tag Name,,,,,
mobile,tag,tag.tagNameExistsAuto,"标签名""{originalName}""已存在，已自动重命名为""{name}""","Tag name ""{originalName}"" already exists, auto-renamed to ""{name}""",,,,,
mobile,tag,tag.updateFailed,更新失败,Failed to update,,,,,
mobile,terms,terms.title,服务条款,Terms of Service,,,,,
mobile,terms,terms.titleAndPrivacy,服务条款&隐私政策,Terms & Privacy,,,,,
mobile,tier,tier.benefits,权益说明,Benefits,,,,,
mobile,tier,tier.collections,收藏数量,Collections,,,,,
mobile,tier,tier.comparePlans,套餐对比,Compare Plans,,,,,
mobile,tier,tier.coverImages,封面数量,Covers,,,,,
mobile,tier,tier.current,当前,Current,,,,,
mobile,tier,tier.currentPlan,当前套餐,Current Plan,,,,,
mobile,tier,tier.expires,到期,Expires,,,,,
mobile,tier,tier.free,免费,Free,,,,,
mobile,tier,tier.limits,配额详情,Quota Limits,,,,,
mobile,tier,tier.lists,分组数量,Groups,,,,,
mobile,tier,tier.monthly,月付,Monthly,,,,,
mobile,tier,tier.perMonth,/月,/mo,,,,,
mobile,tier,tier.perYear,/年,/yr,,,,,
mobile,tier,tier.shareItems,分享项数量,Share Items,,,,,
mobile,tier,tier.shares,分享数量,Shares,,,,,
mobile,tier,tier.tags,标签数量,Tags,,,,,
mobile,tier,tier.tierManagement,等级管理,Plan Management,,,,,
mobile,tier,tier.title,等级与套餐,Plan & Tier,,,,,
mobile,tier,tier.upgrade,升级套餐,Upgrade,,,,,
mobile,tier,tier.upgradeHint,选择适合你的套餐,Choose a plan that fits you,,,,,
mobile,tier,tier.yearly,年付,Yearly,,,,,
api-error,,UNKNOWN_ERROR,发生了未知错误,An unknown error occurred,,,,,
api-error,,SERVER_ERROR,服务器错误,Server error,,,,,
api-error,,VERIFICATION_SEND_TOO_FREQUENT,发送太频繁，请60秒后重试,"Too many requests, please try again in 60 seconds",,,,,
api-error,,VERIFICATION_EXPIRED,验证码已过期，请重新获取,"Verification code expired, please request a new one",,,,,
api-error,,VERIFICATION_INVALID,验证码错误,Invalid verification code,,,,,
api-error,,VERIFICATION_ATTEMPTS_EXCEEDED,验证码错误次数过多，请重新获取,"Too many failed attempts, please request a new code",,,,,
api-error,,EMAIL_SEND_FAILED,验证码邮件发送失败，请稍后重试,"Failed to send verification email, please try again later",,,,,
api-error,,ACCOUNT_NOT_FOUND,该账号未注册，请先注册,"Account not found, please register first",,,,,
api-error,,PASSWORD_INCORRECT,密码错误,Incorrect password,,,,,
api-error,,ACCOUNT_NOT_SET_PASSWORD,该账号未设置密码,This account has not set a password,,,,,
api-error,,ACCOUNT_GOOGLE_NO_PASSWORD,该账户通过 Google 登录，请使用 Google 登录后设置密码,"This account uses Google login, please log in with Google and set a password",,,,,
api-error,,ACCOUNT_SUSPENDED,账号已被暂停使用，请联系管理员,"Account suspended, please contact support",,,,,
api-error,,ACCOUNT_BANNED,账号已被封禁，请联系管理员,"Account banned, please contact support",,,,,
api-error,,ACCOUNT_LOCKED,登录失败次数过多，账号已锁定，请15分钟后重试,"Too many failed login attempts, account locked. Please try again in 15 minutes",,,,,
api-error,,EMAIL_ALREADY_REGISTERED,该邮箱已被注册,This email is already registered,,,,,
api-error,,USERNAME_ALREADY_EXISTS,用户名已被使用,Username already taken,,,,,
api-error,,USERNAME_CONTAINS_BANNED_WORDS,用户名包含违禁词,Username contains prohibited words,,,,,
api-error,,INVALID_EMAIL_FORMAT,请输入有效的邮箱地址,Please enter a valid email address,,,,,
api-error,,INVALID_PASSWORD_FORMAT,密码至少8位，且包含英文大小写和数字,"Password must be at least 8 characters with uppercase, lowercase, and numbers",,,,,
api-error,,PASSWORD_MISMATCH,两次密码不一致,Passwords do not match,,,,,
api-error,,USERNAME_INVALID_FORMAT,用户名2-20位字母、数字、下划线或中文,"Username must be 2-20 characters using letters, numbers, underscores, or Chinese characters",,,,,
api-error,,TOKEN_INVALID,Token无效,Invalid token,,,,,
api-error,,TOKEN_EXPIRED,Token已过期,Token expired,,,,,
api-error,,UNAUTHORIZED,未授权,Unauthorized,,,,,
api-error,,INVALID_GOOGLE_TOKEN,Google 令牌无效,Invalid Google token,,,,,
api-error,,GOOGLE_EMAIL_CANNOT_CHANGE,Google 登录用户的邮箱不可修改,Google login users cannot change their email,,,,,
api-error,,USER_NOT_FOUND,用户不存在,User not found,,,,,
api-error,,COLLECTION_FETCH_FAILED,获取收藏失败,Failed to fetch collections,,,,,
api-error,,COLLECTION_CREATE_FAILED,添加收藏失败,Failed to add collection,,,,,
api-error,,COLLECTION_UPDATE_FAILED,更新收藏失败,Failed to update collection,,,,,
api-error,,COLLECTION_DELETE_FAILED,删除收藏失败,Failed to delete collection,,,,,
api-error,,COLLECTION_NOT_FOUND,收藏不存在,Collection not found,,,,,
api-error,,COLLECTION_BATCH_DELETE_FAILED,批量删除失败,Batch delete failed,,,,,
api-error,,COLLECTION_BATCH_ADD_TAGS_FAILED,批量添加标签失败,Batch add tags failed,,,,,
api-error,,COLLECTION_BATCH_UPDATE_FAILED,批量更新失败,Batch update failed,,,,,
api-error,,COLLECTION_IMPORT_FAILED,导入失败,Import failed,,,,,
api-error,,COLLECTION_EXPORT_FAILED,导出失败,Export failed,,,,,
api-error,,COLLECTION_DUPLICATE,收藏已存在,Collection already exists,,,,,
api-error,,COLLECTION_CHECK_DUPLICATE_FAILED,查询失败,Query failed,,,,,
api-error,,COLLECTION_SMART_PARSE_FAILED,解析失败,Parse failed,,,,,
api-error,,COLLECTION_PARSE_URL_FAILED,抓取页面信息失败,Failed to fetch page information,,,,,
api-error,,COLLECTION_EXTRACT_URL_FAILED,提取链接失败,Failed to extract links,,,,,
api-error,,COLLECTION_INVALID_IMPORT_DATA,无效的导入数据,Invalid import data,,,,,
api-error,,COLLECTION_IMPORT_TOO_MANY,单次最多导入2000条,Maximum 2000 items per import,,,,,
api-error,,COLLECTION_UNAUTHORIZED_TAG,包含不属于当前用户的标签,Contains tags not belonging to the current user,,,,,
api-error,,LIST_FETCH_FAILED,获取分组失败,Failed to fetch lists,,,,,
api-error,,LIST_CREATE_FAILED,创建分组失败,Failed to create list,,,,,
api-error,,LIST_UPDATE_FAILED,更新分组失败,Failed to update list,,,,,
api-error,,LIST_DELETE_FAILED,删除分组失败,Failed to delete list,,,,,
api-error,,LIST_NOT_FOUND,分组不存在,List not found,,,,,
api-error,,LIST_REORDER_FAILED,排序更新失败,Failed to update sort order,,,,,
api-error,,LIST_NAME_EXISTS,分组名已存在,List name already exists,,,,,
api-error,,LIST_PARENT_NOT_FOUND,父分组不存在,Parent list not found,,,,,
api-error,,LIST_MAX_DEPTH_EXCEEDED,最多支持3级分组,Maximum 3 levels of nesting supported,,,,,
api-error,,LIST_CANNOT_MOVE_TO_SELF,不能将分组设为自己,Cannot move a list to itself,,,,,
api-error,,LIST_CANNOT_MOVE_TO_CHILD,不能将分组移到自己的子分组下,Cannot move a list to its own child,,,,,
api-error,,LIST_DEFAULT_CANNOT_DELETE,默认分组不可删除,Default list cannot be deleted,,,,,
api-error,,TAG_FETCH_FAILED,获取标签失败,Failed to fetch tags,,,,,
api-error,,TAG_CREATE_FAILED,创建标签失败,Failed to create tag,,,,,
api-error,,TAG_UPDATE_FAILED,更新标签失败,Failed to update tag,,,,,
api-error,,TAG_DELETE_FAILED,删除标签失败,Failed to delete tag,,,,,
api-error,,TAG_NOT_FOUND,标签不存在,Tag not found,,,,,
api-error,,TAG_REORDER_FAILED,排序更新失败,Failed to update sort order,,,,,
api-error,,TAG_NAME_EXISTS,标签名已存在,Tag name already exists,,,,,
api-error,,SHARE_FETCH_FAILED,获取分享失败,Failed to fetch share,,,,,
api-error,,SHARE_CREATE_FAILED,创建分享失败,Failed to create share,,,,,
api-error,,SHARE_DELETE_FAILED,删除分享失败,Failed to delete share,,,,,
api-error,,SHARE_TOGGLE_FAILED,切换分享状态失败,Failed to toggle share status,,,,,
api-error,,SHARE_NOT_FOUND,分享不存在,Share not found,,,,,
api-error,,SHARE_LIST_IDS_REQUIRED,请提供要分享的分组ID,Please provide list IDs to share,,,,,
api-error,,SHARE_TAG_IDS_REQUIRED,请提供要分享的标签ID,Please provide tag IDs to share,,,,,
api-error,,SHARE_COLLECTION_IDS_REQUIRED,请提供要分享的收藏ID,Please provide collection IDs to share,,,,,
api-error,,SHARE_NO_COLLECTIONS,没有可分享的收藏,No collections to share,,,,,
api-error,,SHARE_VIEW_RECORD_FAILED,记录浏览失败,Failed to record view,,,,,
api-error,,PUBLIC_SHARE_NOT_FOUND,分享链接不存在或已失效,Share link not found or inactive,,,,,
api-error,,PUBLIC_SHARE_EXPIRED,分享链接已过期,Share link has expired,,,,,
api-error,,PUBLIC_SHARE_NO_PASSWORD_NEEDED,该分享无需密码,This share does not require a password,,,,,
api-error,,PUBLIC_SHARE_PASSWORD_INCORRECT,密码错误,Incorrect password,,,,,
api-error,,PUBLIC_SHARE_VERIFY_FAILED,验证失败,Verification failed,,,,,
api-error,,PUBLIC_SHARE_SAVE_FAILED,保存失败,Failed to save,,,,,
api-error,,PUBLIC_SHARE_ALREADY_IMPORTED,已保存或订阅过该分享,You have already saved or subscribed to this share,,,,,
api-error,,UPLOAD_MISSING_IMAGE_DATA,缺少图片数据,Missing image data,,,,,
api-error,,UPLOAD_INVALID_IMAGE_DATA,无效的图片数据,Invalid image data,,,,,
api-error,,UPLOAD_INVALID_IMAGE_FORMAT,无效的图片格式,Invalid image format,,,,,
api-error,,UPLOAD_FILE_TOO_LARGE,文件大小超过限制,File size exceeds the limit,,,,,
api-error,,UPLOAD_COVER_FAILED,封面上传失败,Cover upload failed,,,,,
api-error,,UPLOAD_AVATAR_FAILED,头像上传失败,Avatar upload failed,,,,,
api-error,,UPLOAD_AVATAR_DELETE_FAILED,头像删除失败,Avatar delete failed,,,,,
api-error,,UPLOAD_COVER_LIBRARY_FETCH_FAILED,获取封面库失败,Failed to fetch cover library,,,,,
api-error,,COVER_SYNC_FAILED,封面同步失败,Cover sync failed,,,,,
api-error,,COVER_SYNC_NO_SOURCE,无可同步的封面源,No cover source to sync,,,,,
api-error,,QUOTA_FETCH_FAILED,获取配额失败,Failed to fetch quota,,,,,
api-error,,QUOTA_COLLECTIONS_EXCEEDED,收藏数量已达上限,Collection limit reached,,,,,
api-error,,QUOTA_TAGS_EXCEEDED,标签数量已达上限,Tag limit reached,,,,,
api-error,,QUOTA_LISTS_EXCEEDED,分组数量已达上限,List limit reached,,,,,
api-error,,QUOTA_SHARES_EXCEEDED,分享数量已达上限,Share limit reached,,,,,
api-error,,QUOTA_COVER_IMAGES_EXCEEDED,封面图片数量已达上限,Cover image limit reached,,,,,
api-error,,QUOTA_SHARE_ITEMS_EXCEEDED,分享项数量已达上限,Share item limit reached,,,,,
api-error,,STATS_PLATFORM_FETCH_FAILED,获取平台统计失败,Failed to fetch platform statistics,,,,,
api-error,,STATS_OVERVIEW_FETCH_FAILED,获取总览统计失败,Failed to fetch overview statistics,,,,,
api-error,,SUBSCRIPTION_IMPORT_FAILED,导入分享失败,Failed to import share,,,,,
api-error,,SUBSCRIPTION_SHARE_NOT_FOUND,分享不存在,Share not found,,,,,
api-error,,SUBSCRIPTION_ALREADY_IMPORTED,已导入过该分享,You have already imported this share,,,,,
api-error,,SUBSCRIPTION_FETCH_FAILED,获取订阅信息失败,Failed to fetch subscription info,,,,,
api-error,,SUBSCRIPTION_NOT_FOUND,订阅不存在,Subscription not found,,,,,
api-error,,SUBSCRIPTION_ALREADY_ACTIVE,已有有效订阅,You already have an active subscription,,,,,
api-error,,SUBSCRIPTION_EXPIRED,订阅已过期,Subscription expired,,,,,
api-error,,SUBSCRIPTION_INVALID_TIER,无效的套餐等级,Invalid subscription tier,,,,,
api-error,,SUBSCRIPTION_INVALID_CYCLE,无效的计费周期,Invalid billing cycle,,,,,
api-error,,SUBSCRIPTION_EXPIRY_CHECK_FAILED,订阅到期检查失败,Subscription expiry check failed,,,,,
api-error,,TIER_FETCH_FAILED,获取等级配置失败,Failed to fetch tier config,,,,,
api-error,,TIER_NOT_FOUND,等级配置不存在,Tier config not found,,,,,
api-error,,TIER_CREATE_FAILED,创建等级配置失败,Failed to create tier config,,,,,
api-error,,TIER_UPDATE_FAILED,更新等级配置失败,Failed to update tier config,,,,,
api-error,,TIER_DELETE_FAILED,删除等级配置失败,Failed to delete tier config,,,,,
api-error,,TIER_KEY_EXISTS,等级标识已存在,Tier key already exists,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.title,链藏 LinkChest - 全网好内容，一键收入链藏,—,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.description,跨平台收藏聚合管理工具，帮助用户统一收集、整理、分享来自 X、TikTok、YouTube、Amazon 等 91+ 平台的内容链接。,—,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.ogLocale,zh_CN,—,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.siteName,链藏 LinkChest,—,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.appleWebAppTitle,链藏 LinkChest,—,,,,,
hardcoded-web,5.1 SEO / 页面元数据 (`apps/web/src/app/layout.tsx`),layout.htmlLang,zh-CN,—,,,,,
hardcoded-web,5.2 404 页面 (`apps/web/src/app/not-found.tsx`),notFound.title,页面未找到,—,,,,,
hardcoded-web,5.2 404 页面 (`apps/web/src/app/not-found.tsx`),notFound.desc,抱歉，您访问的页面不存在或已被移除。,—,,,,,
hardcoded-web,5.2 404 页面 (`apps/web/src/app/not-found.tsx`),notFound.backHome,返回首页,—,,,,,
hardcoded-web,5.3 分享页 SEO (`apps/web/src/app/s/[shareId]/page.tsx`),sharePage.fallbackTitle,链藏 LinkChest 分享,—,,,,,
hardcoded-web,5.3 分享页 SEO (`apps/web/src/app/s/[shareId]/page.tsx`),sharePage.fallbackDesc,查看 LinkChest 分享的内容收藏,—,,,,,
hardcoded-web,5.3 分享页 SEO (`apps/web/src/app/s/[shareId]/page.tsx`),sharePage.titleSuffix,链藏 LinkChest,—,,,,,
hardcoded-web,5.3 分享页 SEO (`apps/web/src/app/s/[shareId]/page.tsx`),sharePage.ogImageAlt,链藏 LinkChest,—,,,,,
hardcoded-web,5.4 下载页 SEO (`apps/web/src/app/download/layout.tsx`),download.title,下载 LinkChest APP - 链藏,—,,,,,
hardcoded-web,5.4 下载页 SEO (`apps/web/src/app/download/layout.tsx`),download.description,下载 LinkChest 安卓 APP，随时随地管理你的跨平台收藏。,—,,,,,
hardcoded-web,5.4 下载页 SEO (`apps/web/src/app/download/layout.tsx`),download.ogTitle,下载 LinkChest APP,—,,,,,
hardcoded-web,5.4 下载页 SEO (`apps/web/src/app/download/layout.tsx`),download.ogDesc,下载 LinkChest 安卓 APP，随时随地管理你的跨平台收藏。,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.requests1h,1小时请求量,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.errorRate1h,1小时错误率,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.avgDuration,平均响应时间,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.activeErrors,活跃错误事件,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.subValue24h,24小时,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.subValue24hAvg,24小时平均,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.metric.subValuePendingConfirmed,待处理 / 已确认,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.chart.trafficTrend,最近1小时流量趋势,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.chart.errorDistribution,Top 错误分布,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.chart.noErrorData,暂无错误数据,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.section.recentErrors,最近错误事件,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.section.recentAlerts,最近告警,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.section.systemResources,系统资源,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.section.sharePerformance,分享页性能,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.section.upgradeSuggestions,升级建议与容量规划,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.status.pending,待处理,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.status.confirmed,已确认,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.status.fixed,已修复,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.status.ignored,已忽略,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.trend.up,上升,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.trend.down,下降,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.trend.flat,持平,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.system.physicalMemory,物理内存,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.system.nodeHeap,Node.js 堆内存,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.system.cpuLoad,CPU 负载,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.system.cpuCoresSuffix,核,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.system.nodeRss,Node.js RSS,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.share.cacheHitRate1h,缓存命中率 (1h),—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.share.shareRequests1h,分享页请求 (1h),—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.share.shareQps,分享页 QPS (预估),—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.share.avgDuration1h,平均响应 (1h),—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.share.avgDuration24h,平均响应 (24h),—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.error.loadFailed,加载仪表盘数据失败,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.error.retry,重试,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.suggestion.currentConfig,当前配置,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.suggestion.thresholds,关键阈值,—,,,,,
hardcoded-web,5.5 管理后台仪表盘 (`apps/web/src/app/admin/page.tsx`),admin.suggestion.noSuggestions,当前系统运行平稳，暂无升级建议。继续监控即可。,—,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.collections,收藏数量,Collections,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.tags,标签数量,Tags,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.lists,分组数量,Groups,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.shares,分享数量,Shares,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.shareItems,分享项,Share Items,,,,,
hardcoded-mobile,6.1 等级/套餐页面 (`TierScreen.tsx` / `TierUpgradeScreen.tsx`),tierLimit.coverImages,封面数量,Covers,,,,,
email,,email.verificationSubject,验证码,—,,,,,
email,,email.alertPriority.P0,紧急,—,,,,,
email,,email.alertPriority.P1,严重,—,,,,,
email,,email.alertPriority.P2,一般,—,,,,,
email,,email.alertPriority.P3,提示,—,,,,,
email,,email.alertTitle,LinkChest 运维告警,—,,,,,
email,,email.alertField.priority,优先级,—,,,,,
email,,email.alertField.rule,规则,—,,,,,
email,,email.alertField.detail,详情,—,,,,,
email,,email.alertField.time,时间,—,,,,,
email,,email.alertFooter,此邮件由 LinkChest 自动告警系统发送，请勿回复。,—,,,,,
email,,email.dateFormatLocale,zh-CN,—,,,,,
